<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURCHF,20251127,063800,0.9323,0.93233,0.93228,0.9323,26320000
EURCHF,20251127,063900,0.9323,0.93232,0.93227,0.93229,45590000
EURCHF,20251127,064000,0.9323,0.93234,0.93229,0.93234,37980000
EURCHF,20251127,064100,0.93234,0.9324,0.93233,0.93239,32600000
EURCHF,20251127,064200,0.93238,0.93238,0.93231,0.93234,43280000
EURCHF,20251127,064300,0.93233,0.93233,0.93228,0.93228,41720000
EURCHF,20251127,064400,0.93228,0.93229,0.93227,0.93228,25680000
EURCHF,20251127,064500,0.9323,0.93232,0.93229,0.9323,31160000
EURCHF,20251127,064600,0.93229,0.9323,0.93227,0.93228,11240000
EURCHF,20251127,064700,0.93227,0.93233,0.93227,0.93232,16810000
EURCHF,20251127,064800,0.93233,0.93234,0.93233,0.93233,6600000
EURCHF,20251127,064900,0.93234,0.93239,0.93234,0.93239,26620000
EURCHF,20251127,065000,0.93238,0.93238,0.93232,0.93232,24810000
EURCHF,20251127,065100,0.93235,0.93237,0.93232,0.93237,23400000
EURCHF,20251127,065200,0.93239,0.9324,0.93237,0.9324,36260000
EURCHF,20251127,065300,0.93241,0.93242,0.9324,0.9324,19860000
EURCHF,20251127,065400,0.93242,0.93244,0.93239,0.93241,17520000
EURCHF,20251127,065500,0.93242,0.93251,0.93242,0.9325,28850000
EURCHF,20251127,065600,0.93251,0.93251,0.93239,0.93243,56810000
EURCHF,20251127,065700,0.93242,0.93247,0.93237,0.93237,43070000
EURCHF,20251127,065800,0.93238,0.93242,0.93238,0.93241,44280000
EURCHF,20251127,065900,0.93243,0.93243,0.93234,0.93237,44890000
EURCHF,20251127,070000,0.93237,0.93238,0.93236,0.93238,22880000
EURCHF,20251127,070100,0.93241,0.93246,0.93241,0.93243,25560000
EURCHF,20251127,070200,0.93242,0.93251,0.93239,0.93251,38230000
EURCHF,20251127,070300,0.93249,0.93252,0.93249,0.93251,12000000
EURCHF,20251127,070400,0.9325,0.93251,0.93248,0.93251,25640000
EURCHF,20251127,070500,0.93251,0.9326,0.9325,0.93259,36520000
EURCHF,20251127,070600,0.93259,0.93259,0.93248,0.93251,31540000
EURCHF,20251127,070700,0.93249,0.93255,0.93248,0.93254,19800000
EURCHF,20251127,070800,0.93253,0.93254,0.93236,0.93237,58660000
EURCHF,20251127,070900,0.93238,0.93255,0.93238,0.93255,44710000
EURCHF,20251127,071000,0.93254,0.93262,0.93253,0.9326,46560000
EURCHF,20251127,071100,0.93259,0.9326,0.93254,0.93257,48130000
EURCHF,20251127,071200,0.93255,0.93258,0.93242,0.93243,72790000
EURCHF,20251127,071300,0.93242,0.93242,0.93239,0.93239,23840000
EURCHF,20251127,071400,0.93241,0.9325,0.93239,0.93245,59740000
EURCHF,20251127,071500,0.93246,0.93246,0.9324,0.93242,24800000
EURCHF,20251127,071600,0.93241,0.93244,0.93238,0.93238,46480000
EURCHF,20251127,071700,0.9324,0.93241,0.93239,0.93241,16040000
EURCHF,20251127,071800,0.93242,0.93242,0.93239,0.9324,26520000
EURCHF,20251127,071900,0.9324,0.93246,0.9324,0.93244,35170000
EURCHF,20251127,072000,0.93243,0.93244,0.93238,0.93238,19180000
EURCHF,20251127,072100,0.93238,0.93238,0.93237,0.93237,23740000
EURCHF,20251127,072200,0.93237,0.9324,0.93235,0.93238,24290000
EURCHF,20251127,072300,0.93241,0.93241,0.93235,0.93237,24140000
EURCHF,20251127,072400,0.93237,0.93238,0.93236,0.93238,4720000
EURCHF,20251127,072500,0.93237,0.93237,0.93233,0.93235,9140000
EURCHF,20251127,072600,0.93237,0.93239,0.93231,0.93233,38460000
EURCHF,20251127,072700,0.93234,0.93235,0.9323,0.93232,25420000
EURCHF,20251127,072800,0.93233,0.93233,0.9323,0.93232,6600000
EURCHF,20251127,072900,0.93233,0.93234,0.93233,0.93234,3600000
EURCHF,20251127,073000,0.93235,0.93235,0.93233,0.93235,12220000
EURCHF,20251127,073100,0.93235,0.93235,0.93222,0.93224,22120000
EURCHF,20251127,073200,0.93223,0.93225,0.93223,0.93223,9000000
EURCHF,20251127,073300,0.93224,0.93226,0.9322,0.93221,17920000
EURCHF,20251127,073400,0.9322,0.9322,0.93217,0.93217,4800000
EURCHF,20251127,073500,0.93219,0.93228,0.93219,0.93224,18520000
EURCHF,20251127,073600,0.93225,0.93225,0.93218,0.9322,20020000
EURCHF,20251127,073700,0.93221,0.93221,0.93219,0.9322,6220000
EURCHF,20251127,073800,0.9322,0.9322,0.93213,0.93213,13940000
EURCHF,20251127,073900,0.93214,0.93216,0.93213,0.93216,10200000
EURCHF,20251127,074000,0.93219,0.93219,0.93218,0.93219,15300000
EURCHF,20251127,074100,0.93219,0.93226,0.93219,0.93224,35700000
EURCHF,20251127,074200,0.93223,0.93226,0.93222,0.93226,39450000
EURCHF,20251127,074300,0.93226,0.93231,0.93224,0.93231,54600000
EURCHF,20251127,074400,0.93231,0.93246,0.93231,0.93246,40200000
EURCHF,20251127,074500,0.93247,0.93256,0.93247,0.93255,41790000
EURCHF,20251127,074600,0.93255,0.93259,0.93249,0.93259,70140000
EURCHF,20251127,074700,0.93258,0.93258,0.93253,0.93255,35410000
EURCHF,20251127,074800,0.93256,0.93258,0.93256,0.93257,8130000
EURCHF,20251127,074900,0.93256,0.93257,0.93253,0.93254,19900000
EURCHF,20251127,075000,0.93253,0.93255,0.93252,0.93254,33150000
EURCHF,20251127,075100,0.93255,0.93261,0.93255,0.9326,22350000
EURCHF,20251127,075200,0.9326,0.9327,0.9326,0.9327,22900000
EURCHF,20251127,075300,0.93271,0.93271,0.93267,0.93268,56250000
EURCHF,20251127,075400,0.93268,0.9327,0.93266,0.93269,33370000
EURCHF,20251127,075500,0.93269,0.93283,0.93268,0.93283,58780000
EURCHF,20251127,075600,0.93282,0.93289,0.93282,0.93289,27240000
EURCHF,20251127,075700,0.9329,0.9329,0.93283,0.93287,70050000
EURCHF,20251127,075800,0.93288,0.93288,0.93281,0.93281,35170000
EURCHF,20251127,075900,0.93282,0.93282,0.93274,0.93276,42140000
EURCHF,20251127,080000,0.93276,0.93298,0.93271,0.93292,104080000
EURCHF,20251127,080100,0.93291,0.93296,0.93285,0.93296,37790000
EURCHF,20251127,080200,0.93295,0.93297,0.93287,0.9329,41460000
EURCHF,20251127,080300,0.9329,0.93311,0.9329,0.93308,58420000
EURCHF,20251127,080400,0.93307,0.9331,0.93296,0.93299,33290000
EURCHF,20251127,080500,0.933,0.93313,0.93299,0.9331,65080000
EURCHF,20251127,080600,0.93309,0.93323,0.93309,0.9332,35730000
EURCHF,20251127,080700,0.93319,0.93321,0.93314,0.93321,25200000
EURCHF,20251127,080800,0.9332,0.93322,0.93312,0.93312,29530000
EURCHF,20251127,080900,0.93312,0.93312,0.93283,0.93285,41900000
EURCHF,20251127,081000,0.93284,0.93288,0.93281,0.93288,12960000
EURCHF,20251127,081100,0.93289,0.93294,0.93286,0.93291,22640000
EURCHF,20251127,081200,0.93292,0.93296,0.93291,0.93296,37700000
EURCHF,20251127,081300,0.93296,0.933,0.93295,0.93299,29230000
EURCHF,20251127,081400,0.93298,0.93302,0.93296,0.93301,24750000
EURCHF,20251127,081500,0.93307,0.93314,0.93304,0.93313,33520000
EURCHF,20251127,081600,0.93312,0.93312,0.93308,0.9331,14160000
EURCHF,20251127,081700,0.93309,0.93311,0.93307,0.93311,17850000
EURCHF,20251127,081800,0.93311,0.93313,0.93308,0.93313,33090000
EURCHF,20251127,081900,0.93312,0.93312,0.933,0.933,36620000
EURCHF,20251127,082000,0.93298,0.9331,0.93295,0.93309,72780000
EURCHF,20251127,082100,0.93309,0.93309,0.93306,0.93308,42000000
EURCHF,20251127,082200,0.93308,0.9331,0.93303,0.93309,50160000
EURCHF,20251127,082300,0.93309,0.93314,0.93308,0.93308,90760000
EURCHF,20251127,082400,0.93308,0.93316,0.93306,0.93314,46120000
EURCHF,20251127,082500,0.93316,0.93318,0.93314,0.93314,37800000
EURCHF,20251127,082600,0.93316,0.93317,0.93313,0.93314,33750000
EURCHF,20251127,082700,0.93314,0.93334,0.93312,0.93326,45010000
EURCHF,20251127,082800,0.93326,0.93326,0.93319,0.93324,72180000
EURCHF,20251127,082900,0.9332,0.93324,0.93316,0.93316,39220000
EURCHF,20251127,083000,0.93317,0.93318,0.9331,0.93312,32160000
EURCHF,20251127,083100,0.93313,0.93315,0.93313,0.93314,13800000
EURCHF,20251127,083200,0.93313,0.93313,0.93309,0.93311,37170000
EURCHF,20251127,083300,0.9331,0.93313,0.93306,0.93309,49780000
EURCHF,20251127,083400,0.93308,0.93314,0.93307,0.93313,43350000
EURCHF,20251127,083500,0.93314,0.93315,0.93313,0.93313,7200000
EURCHF,20251127,083600,0.93313,0.93313,0.93305,0.93305,29840000
EURCHF,20251127,083700,0.93306,0.93312,0.93306,0.93312,29770000
EURCHF,20251127,083800,0.93313,0.93317,0.93311,0.93317,22320000
EURCHF,20251127,083900,0.93316,0.9332,0.93316,0.93316,29050000
EURCHF,20251127,084000,0.93316,0.93318,0.93312,0.93318,27510000
EURCHF,20251127,084100,0.93318,0.93327,0.93317,0.93324,36370000
EURCHF,20251127,084200,0.93325,0.93331,0.93324,0.93327,50900000
EURCHF,20251127,084300,0.93329,0.93333,0.93327,0.93329,45460000
EURCHF,20251127,084400,0.93328,0.93328,0.93321,0.93325,45720000
EURCHF,20251127,084500,0.93325,0.93325,0.9332,0.93323,44360000
EURCHF,20251127,084600,0.93318,0.9332,0.93314,0.93317,21820000
EURCHF,20251127,084700,0.93317,0.93318,0.93314,0.93315,28930000
EURCHF,20251127,084800,0.93315,0.93315,0.93304,0.93304,65780000
EURCHF,20251127,084900,0.93301,0.93302,0.93294,0.93296,72210000
EURCHF,20251127,085000,0.93297,0.93303,0.93297,0.93303,24600000
EURCHF,20251127,085100,0.93301,0.93302,0.93299,0.933,24960000
EURCHF,20251127,085200,0.933,0.93302,0.93297,0.93298,46640000
EURCHF,20251127,085300,0.93298,0.9331,0.93297,0.93309,47800000
EURCHF,20251127,085400,0.93309,0.93313,0.93307,0.93313,29740000
EURCHF,20251127,085500,0.93315,0.93321,0.93313,0.9332,42740000
EURCHF,20251127,085600,0.93321,0.93322,0.9332,0.93322,4800000
EURCHF,20251127,085700,0.93319,0.93319,0.93314,0.93315,18640000
EURCHF,20251127,085800,0.93316,0.93316,0.93306,0.93313,49190000
EURCHF,20251127,085900,0.93314,0.93315,0.93311,0.93312,31560000
EURCHF,20251127,090000,0.93313,0.93319,0.93312,0.93319,33360000
EURCHF,20251127,090100,0.93317,0.93317,0.93308,0.93311,45420000
EURCHF,20251127,090200,0.93312,0.93323,0.93312,0.93323,40940000
EURCHF,20251127,090300,0.93324,0.93329,0.93321,0.93327,64780000
EURCHF,20251127,090400,0.93326,0.93333,0.93326,0.93333,45590000
EURCHF,20251127,090500,0.93332,0.93332,0.93321,0.93325,73850000
EURCHF,20251127,090600,0.93325,0.93326,0.93307,0.93307,54580000
EURCHF,20251127,090700,0.93306,0.93308,0.93292,0.93294,95280000
EURCHF,20251127,090800,0.93293,0.93293,0.93288,0.93288,32270000
EURCHF,20251127,090900,0.93287,0.93288,0.93285,0.93287,35080000
EURCHF,20251127,091000,0.93285,0.9329,0.93285,0.93286,94640000
EURCHF,20251127,091100,0.93285,0.9329,0.93282,0.93282,78010000
EURCHF,20251127,091200,0.93281,0.93283,0.93267,0.93271,117470000
EURCHF,20251127,091300,0.93272,0.93278,0.93271,0.93274,58260000
EURCHF,20251127,091400,0.93273,0.93275,0.93271,0.93274,37260000
EURCHF,20251127,091500,0.93274,0.93278,0.93267,0.93267,58330000
EURCHF,20251127,091600,0.93268,0.93268,0.9326,0.93267,53880000
EURCHF,20251127,091700,0.93268,0.93268,0.93265,0.93266,35770000
EURCHF,20251127,091800,0.93266,0.93271,0.9326,0.93262,79510000
EURCHF,20251127,091900,0.9326,0.93262,0.93257,0.9326,39880000
EURCHF,20251127,092000,0.9326,0.9326,0.93255,0.93258,39360000
EURCHF,20251127,092100,0.93257,0.93257,0.93253,0.93254,18440000
EURCHF,20251127,092200,0.93254,0.93254,0.93246,0.9325,37720000
EURCHF,20251127,092300,0.9325,0.93256,0.9325,0.93255,15820000
EURCHF,20251127,092400,0.93255,0.93258,0.93254,0.93257,6600000
EURCHF,20251127,092500,0.93258,0.93263,0.93255,0.93255,56770000
EURCHF,20251127,092600,0.93255,0.93259,0.93254,0.93258,43350000
EURCHF,20251127,092700,0.93259,0.9327,0.93259,0.93267,34420000
EURCHF,20251127,092800,0.93268,0.93269,0.93265,0.93266,39390000
EURCHF,20251127,092900,0.93265,0.93265,0.93263,0.93265,15940000
EURCHF,20251127,093000,0.93266,0.93267,0.93265,0.93265,12600000
EURCHF,20251127,093100,0.93266,0.93272,0.93266,0.9327,27070000
EURCHF,20251127,093200,0.9327,0.9327,0.93265,0.93266,24000000
EURCHF,20251127,093300,0.93267,0.93267,0.9326,0.93266,43420000
EURCHF,20251127,093400,0.93264,0.93264,0.93261,0.93262,8620000
EURCHF,20251127,093500,0.93263,0.93263,0.93257,0.93257,25630000
EURCHF,20251127,093600,0.93258,0.93263,0.93258,0.93263,15600000
EURCHF,20251127,093700,0.93264,0.93275,0.93263,0.93275,23640000
EURCHF,20251127,093800,0.93276,0.93276,0.93275,0.93276,19440000
EURCHF,20251127,093900,0.93275,0.93277,0.93275,0.93275,15840000
EURCHF,20251127,094000,0.93273,0.93275,0.9327,0.93275,48340000
EURCHF,20251127,094100,0.93275,0.93284,0.93273,0.93282,52340000
EURCHF,20251127,094200,0.93282,0.93287,0.93282,0.93283,19180000
EURCHF,20251127,094300,0.93283,0.93293,0.93283,0.93293,53040000
EURCHF,20251127,094400,0.93292,0.93293,0.9329,0.9329,22800000
EURCHF,20251127,094500,0.9329,0.9329,0.9328,0.93281,44430000
EURCHF,20251127,094600,0.93281,0.93281,0.93274,0.93274,35920000
EURCHF,20251127,094700,0.93274,0.93276,0.93272,0.93273,42810000
EURCHF,20251127,094800,0.93274,0.93274,0.9327,0.93274,17540000
EURCHF,20251127,094900,0.93273,0.93273,0.93269,0.93269,14840000
EURCHF,20251127,095000,0.93269,0.93269,0.93261,0.93261,23980000
EURCHF,20251127,095100,0.9326,0.93261,0.93257,0.93259,43400000
EURCHF,20251127,095200,0.93259,0.93269,0.93257,0.93268,42150000
EURCHF,20251127,095300,0.93267,0.93269,0.93265,0.93268,26920000
EURCHF,20251127,095400,0.93268,0.93269,0.93266,0.93268,22200000
EURCHF,20251127,095500,0.93267,0.93274,0.93266,0.93274,32850000
EURCHF,20251127,095600,0.93274,0.93274,0.93268,0.93269,33290000
EURCHF,20251127,095700,0.9327,0.9327,0.93268,0.93268,16080000
EURCHF,20251127,095800,0.93266,0.93273,0.93266,0.93269,35000000
EURCHF,20251127,095900,0.93269,0.93269,0.93265,0.93265,19940000
EURCHF,20251127,100000,0.93269,0.93285,0.93269,0.9328,63820000
EURCHF,20251127,100100,0.93281,0.93283,0.93278,0.93278,25190000
EURCHF,20251127,100200,0.93277,0.93281,0.93271,0.93279,35240000
EURCHF,20251127,100300,0.93278,0.93281,0.93277,0.93277,36450000
EURCHF,20251127,100400,0.93275,0.93282,0.93275,0.9328,22560000
EURCHF,20251127,100500,0.93281,0.93285,0.9328,0.93284,33000000
EURCHF,20251127,100600,0.93283,0.93288,0.93283,0.93287,16390000
EURCHF,20251127,100700,0.93288,0.93288,0.93284,0.93288,14130000
EURCHF,20251127,100800,0.93289,0.93298,0.93289,0.93293,24210000
EURCHF,20251127,100900,0.93292,0.93299,0.93292,0.93299,37930000
EURCHF,20251127,101000,0.93298,0.93302,0.93296,0.93302,48880000
EURCHF,20251127,101100,0.93301,0.93301,0.93299,0.93301,27930000
EURCHF,20251127,101200,0.93301,0.93303,0.93301,0.93302,7320000
EURCHF,20251127,101300,0.93304,0.93312,0.93304,0.93312,41550000
EURCHF,20251127,101400,0.93312,0.93313,0.93309,0.93311,55220000
EURCHF,20251127,101500,0.93311,0.93312,0.93308,0.93312,53790000
EURCHF,20251127,101600,0.93311,0.93314,0.9331,0.93314,34110000
EURCHF,20251127,101700,0.93316,0.93325,0.93316,0.93325,70440000
EURCHF,20251127,101800,0.93326,0.93326,0.93318,0.9332,27930000
EURCHF,20251127,101900,0.93321,0.93321,0.93312,0.93313,50370000
EURCHF,20251127,102000,0.93313,0.93315,0.93308,0.93308,26450000
EURCHF,20251127,102100,0.93308,0.93308,0.93301,0.93302,26160000
EURCHF,20251127,102200,0.93301,0.93301,0.93294,0.93298,34550000
EURCHF,20251127,102300,0.93297,0.93305,0.93295,0.93302,37720000
EURCHF,20251127,102400,0.93303,0.93309,0.93303,0.93308,26400000
EURCHF,20251127,102500,0.93309,0.93309,0.93306,0.93309,21450000
EURCHF,20251127,102600,0.93308,0.93317,0.93307,0.9331,42890000
EURCHF,20251127,102700,0.9331,0.93313,0.93308,0.93312,31260000
EURCHF,20251127,102800,0.93311,0.93314,0.93311,0.93314,20400000
EURCHF,20251127,102900,0.93312,0.93316,0.9331,0.93313,64490000
EURCHF,20251127,103000,0.93313,0.93322,0.93313,0.93322,23620000
EURCHF,20251127,103100,0.93322,0.93327,0.93322,0.93327,27900000
EURCHF,20251127,103200,0.93328,0.93328,0.93322,0.93325,26040000
EURCHF,20251127,103300,0.93327,0.93327,0.93324,0.93325,23240000
EURCHF,20251127,103400,0.93326,0.93327,0.93325,0.93326,13890000
EURCHF,20251127,103500,0.93325,0.93328,0.93325,0.93327,10800000
EURCHF,20251127,103600,0.93326,0.93331,0.93326,0.93331,18870000
EURCHF,20251127,103700,0.93331,0.93334,0.9333,0.93332,19580000
EURCHF,20251127,103800,0.93331,0.93331,0.93328,0.93328,21240000
EURCHF,20251127,103900,0.9333,0.93335,0.9333,0.93335,23880000
EURCHF,20251127,104000,0.93336,0.93338,0.93335,0.93335,29620000
EURCHF,20251127,104100,0.93334,0.93335,0.93334,0.93334,27470000
EURCHF,20251127,104200,0.93335,0.93335,0.93329,0.9333,30480000
EURCHF,20251127,104300,0.93328,0.93329,0.93321,0.93324,33510000
EURCHF,20251127,104400,0.93323,0.93323,0.93318,0.93319,34540000
EURCHF,20251127,104500,0.93317,0.93317,0.9331,0.9331,20310000
EURCHF,20251127,104600,0.93309,0.93313,0.93309,0.93313,7120000
EURCHF,20251127,104700,0.93312,0.93312,0.93308,0.9331,17620000
EURCHF,20251127,104800,0.93312,0.93313,0.93307,0.93313,34250000
EURCHF,20251127,104900,0.93313,0.93313,0.93307,0.9331,28790000
EURCHF,20251127,105000,0.93309,0.93314,0.93307,0.93313,45740000
EURCHF,20251127,105100,0.93315,0.93318,0.93314,0.93317,25800000
EURCHF,20251127,105200,0.93316,0.9332,0.93314,0.9332,35320000
EURCHF,20251127,105300,0.93319,0.93321,0.93317,0.93321,27130000
EURCHF,20251127,105400,0.93322,0.93324,0.9332,0.9332,16800000
EURCHF,20251127,105500,0.93319,0.93328,0.93319,0.93327,50700000
EURCHF,20251127,105600,0.93326,0.93336,0.93326,0.93334,28200000
EURCHF,20251127,105700,0.93334,0.93336,0.93332,0.93336,19420000
EURCHF,20251127,105800,0.93337,0.93342,0.93336,0.93337,40120000
EURCHF,20251127,105900,0.93338,0.93342,0.93337,0.93338,61800000
EURCHF,20251127,110000,0.93339,0.93344,0.93338,0.93342,120220000
EURCHF,20251127,110100,0.93339,0.93346,0.93333,0.93336,119930000
EURCHF,20251127,110200,0.93336,0.93343,0.93334,0.93343,49610000
EURCHF,20251127,110300,0.93342,0.93344,0.9334,0.9334,45250000
EURCHF,20251127,110400,0.93339,0.93346,0.93339,0.93342,71420000
EURCHF,20251127,110500,0.93341,0.93341,0.93335,0.93338,56650000
EURCHF,20251127,110600,0.9334,0.93345,0.9334,0.93344,29100000
EURCHF,20251127,110700,0.93345,0.93349,0.93342,0.93347,25570000
EURCHF,20251127,110800,0.93347,0.93348,0.93346,0.93346,18000000
EURCHF,20251127,110900,0.93347,0.93353,0.93347,0.93353,13800000
EURCHF,20251127,111000,0.93352,0.93353,0.93352,0.93353,13800000
EURCHF,20251127,111100,0.93353,0.93353,0.9335,0.9335,7120000
EURCHF,20251127,111200,0.93349,0.93349,0.93341,0.93341,32240000
EURCHF,20251127,111300,0.9334,0.93342,0.93339,0.9334,36520000
EURCHF,20251127,111400,0.93341,0.93344,0.93339,0.93344,42000000
EURCHF,20251127,111500,0.93346,0.93351,0.93343,0.93348,50840000
EURCHF,20251127,111600,0.93347,0.93355,0.93347,0.93352,33820000
EURCHF,20251127,111700,0.93351,0.93355,0.9335,0.9335,24000000
EURCHF,20251127,111800,0.9335,0.93359,0.93346,0.93359,56300000
EURCHF,20251127,111900,0.93358,0.9336,0.93354,0.93358,67270000
EURCHF,20251127,112000,0.93358,0.93358,0.93345,0.93352,45020000
EURCHF,20251127,112100,0.93353,0.93359,0.93346,0.93359,62890000
EURCHF,20251127,112200,0.9336,0.93361,0.93355,0.93357,37340000
EURCHF,20251127,112300,0.93358,0.93359,0.93342,0.93343,57330000
EURCHF,20251127,112400,0.93343,0.93347,0.93335,0.9334,61530000
EURCHF,20251127,112500,0.93342,0.93351,0.9334,0.93351,42300000
EURCHF,20251127,112600,0.9335,0.93356,0.93344,0.93356,77920000
EURCHF,20251127,112700,0.93355,0.93357,0.93355,0.93356,9600000
EURCHF,20251127,112800,0.93356,0.9336,0.93353,0.9336,19800000
EURCHF,20251127,112900,0.93362,0.93366,0.9336,0.93363,23400000
EURCHF,20251127,113000,0.93363,0.93363,0.93349,0.9335,34040000
EURCHF,20251127,113100,0.93349,0.93355,0.93348,0.93355,21600000
EURCHF,20251127,113200,0.93354,0.93355,0.9335,0.93354,18520000
EURCHF,20251127,113300,0.93355,0.93355,0.93352,0.93352,17920000
EURCHF,20251127,113400,0.93352,0.93354,0.93343,0.93343,39060000
EURCHF,20251127,113500,0.93343,0.93346,0.9334,0.93342,25790000
EURCHF,20251127,113600,0.93341,0.93342,0.93339,0.93339,28570000
EURCHF,20251127,113700,0.9334,0.93346,0.9334,0.93345,14550000
EURCHF,20251127,113800,0.93345,0.93348,0.93345,0.93347,21600000
EURCHF,20251127,113900,0.93347,0.93348,0.93345,0.93346,16420000
EURCHF,20251127,114000,0.93344,0.93346,0.93342,0.93342,25100000
EURCHF,20251127,114100,0.93342,0.93342,0.93339,0.93341,27420000
EURCHF,20251127,114200,0.93339,0.9334,0.93338,0.93338,25820000
EURCHF,20251127,114300,0.93338,0.93348,0.93338,0.93348,27000000
EURCHF,20251127,114400,0.93347,0.93356,0.93346,0.93355,33520000
EURCHF,20251127,114500,0.93356,0.93365,0.93356,0.93362,23240000
EURCHF,20251127,114600,0.93362,0.93363,0.93361,0.93362,7800000
EURCHF,20251127,114700,0.93361,0.93361,0.93358,0.93358,7420000
EURCHF,20251127,114800,0.93357,0.93365,0.93357,0.93365,50320000
EURCHF,20251127,114900,0.93364,0.93374,0.93364,0.93374,24370000
EURCHF,20251127,115000,0.93372,0.93372,0.93367,0.93369,24970000
EURCHF,20251127,115100,0.93368,0.93369,0.93368,0.93368,16340000
EURCHF,20251127,115200,0.93368,0.93371,0.93367,0.93371,19200000
EURCHF,20251127,115300,0.93372,0.93374,0.93371,0.93374,8400000
EURCHF,20251127,115400,0.93373,0.93373,0.93371,0.93373,17320000
EURCHF,20251127,115500,0.93373,0.93375,0.93362,0.93367,58850000
EURCHF,20251127,115600,0.93369,0.9337,0.93367,0.93368,10420000
EURCHF,20251127,115700,0.93369,0.93371,0.93365,0.93365,40720000
EURCHF,20251127,115800,0.93363,0.93367,0.93362,0.93366,13640000
EURCHF,20251127,115900,0.93366,0.93371,0.93366,0.93369,32990000
EURCHF,20251127,120000,0.93367,0.93367,0.93361,0.93366,63490000
EURCHF,20251127,120100,0.93366,0.93366,0.9336,0.93361,50360000
EURCHF,20251127,120200,0.93362,0.93362,0.93358,0.93359,40840000
EURCHF,20251127,120300,0.93359,0.93359,0.93352,0.93354,70130000
EURCHF,20251127,120400,0.93353,0.93355,0.9335,0.9335,43020000
EURCHF,20251127,120500,0.93349,0.9335,0.93349,0.93349,26900000
EURCHF,20251127,120600,0.9335,0.93351,0.93349,0.9335,28370000
EURCHF,20251127,120700,0.93348,0.9335,0.93346,0.93347,22040000
EURCHF,20251127,120800,0.93348,0.93354,0.93348,0.93354,21660000
EURCHF,20251127,120900,0.93352,0.93352,0.93349,0.93349,22310000
EURCHF,20251127,121000,0.93348,0.9335,0.93348,0.9335,10420000
EURCHF,20251127,121100,0.93349,0.9335,0.93347,0.9335,9600000
EURCHF,20251127,121200,0.93348,0.93355,0.93348,0.93355,20620000
EURCHF,20251127,121300,0.93354,0.93354,0.9335,0.93353,34710000
EURCHF,20251127,121400,0.93354,0.93354,0.9335,0.9335,11540000
EURCHF,20251127,121500,0.93351,0.93357,0.9335,0.93356,11920000
EURCHF,20251127,121600,0.93356,0.93356,0.93354,0.93354,12820000
EURCHF,20251127,121700,0.93354,0.93363,0.93354,0.93362,23320000
EURCHF,20251127,121800,0.93357,0.9336,0.93355,0.93355,28420000
EURCHF,20251127,121900,0.93355,0.93355,0.93348,0.93354,32020000
EURCHF,20251127,122000,0.93353,0.93356,0.93353,0.93354,14000000
EURCHF,20251127,122100,0.93354,0.93359,0.93354,0.93358,30600000
EURCHF,20251127,122200,0.93357,0.93358,0.93357,0.93358,2400000
EURCHF,20251127,122300,0.93359,0.93359,0.93358,0.93358,2400000
EURCHF,20251127,122400,0.93359,0.93359,0.93348,0.9335,26300000
EURCHF,20251127,122500,0.93348,0.93354,0.93348,0.93354,18960000
EURCHF,20251127,122600,0.93354,0.93355,0.93349,0.93354,23700000
EURCHF,20251127,122700,0.93353,0.93354,0.93352,0.93352,12360000
EURCHF,20251127,122800,0.93352,0.93353,0.93352,0.93353,4800000
EURCHF,20251127,122900,0.93353,0.93357,0.93352,0.93353,13330000
EURCHF,20251127,123000,0.93353,0.93354,0.93351,0.93354,40040000
EURCHF,20251127,123100,0.93353,0.93354,0.93351,0.93351,12130000
EURCHF,20251127,123200,0.9335,0.93355,0.9334,0.9334,40000000
EURCHF,20251127,123300,0.93341,0.93348,0.93341,0.93348,19490000
EURCHF,20251127,123400,0.93347,0.93347,0.93346,0.93346,14540000
EURCHF,20251127,123500,0.93346,0.93348,0.93345,0.93346,23770000
EURCHF,20251127,123600,0.93346,0.93348,0.93344,0.93344,25520000
EURCHF,20251127,123700,0.93347,0.93347,0.93339,0.93346,63860000
EURCHF,20251127,123800,0.93347,0.93361,0.93347,0.93359,52450000
EURCHF,20251127,123900,0.93359,0.93359,0.93351,0.93351,30510000
EURCHF,20251127,124000,0.93351,0.93361,0.93348,0.93353,59720000
EURCHF,20251127,124100,0.93354,0.93357,0.93353,0.93356,12520000
EURCHF,20251127,124200,0.93355,0.93356,0.93346,0.93349,60290000
EURCHF,20251127,124300,0.93349,0.93351,0.93346,0.93351,34140000
EURCHF,20251127,124400,0.93351,0.93352,0.93347,0.93347,23660000
EURCHF,20251127,124500,0.93348,0.93349,0.93345,0.93345,33360000
EURCHF,20251127,124600,0.93343,0.93348,0.93341,0.93348,15820000
EURCHF,20251127,124700,0.93349,0.93354,0.93348,0.93352,32770000
EURCHF,20251127,124800,0.93353,0.93356,0.93351,0.93355,43330000
EURCHF,20251127,124900,0.93354,0.9336,0.93354,0.9336,29240000
EURCHF,20251127,125000,0.93359,0.93362,0.93357,0.93357,40320000
EURCHF,20251127,125100,0.93356,0.93362,0.93356,0.9336,37700000
EURCHF,20251127,125200,0.9336,0.93361,0.93357,0.93359,42200000
EURCHF,20251127,125300,0.93358,0.93362,0.93354,0.93354,54910000
